url,model,manufacturer,year_first,hull_type,category,country,price,currency,description,title
https://www.boat-specs.com/sailing/sailboats/beneteau/oceanis-430-fin-keel,Océanis 430,Bénéteau,1985,Monohull,Offshore cruising sailboat,France,N/A,EUR,"The <strong>Océanis 430</strong> is a 41’4” cruising sailboat designed by <em>Philippe Briand</em> (France). She was built between 1985 and 1992 by <em>Bénéteau</em> (France) with 426 hulls completed. The <em>Fin keel</em> version adopts a classical fin configuration, the easiest option to provide a low center of gravity.<br><br>The <strong>Océanis 430</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/beneteau/oceanis-430-wing-keel"" title=""Océanis 430 Wing keel"">Wing keel</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1028&amp;boat%5B%5D=1028a"" title=""see all the versions compared"">see all the versions compared</a>).",Océanis 430 Fin keel
https://www.boat-specs.com/sailing/sailboats/jeanneau/jeanneau-54-standard,Jeanneau 54,Jeanneau,2015,Monohull,Offshore cruising sailboat,France,366 000,EUR,"The <strong>Jeanneau 54</strong> is a 51’8” cruising sailboat designed by <em>Philippe Briand</em> (France) and <em>Jeanneau Design Office</em> (France). She is built since 2015 by <em>Jeanneau</em> (France).<br><br>The <strong>Jeanneau 54</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/jeanneau/jeanneau-54-shoal-draft"" title=""Jeanneau 54 Shoal draft"">Shoal draft</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1552&amp;boat%5B%5D=1552a"" title=""see all the versions compared"">see all the versions compared</a>).",Jeanneau 54 Standard
https://www.boat-specs.com/sailing/sailboats/marlow-hunter/marlow-hunter-50-deep-draft,Marlow Hunter 50,Marlow Hunter,2011,Monohull,Offshore cruising sailboat,United States,N/A,EUR,"The <strong>Marlow Hunter 50</strong> is a 47’10” cruising sailboat designed by <em>Hunter Design</em> (United States). She is built since 2011 by <em>Marlow Hunter</em> (United States). The <em>Deep draft</em> version displays a deeper fin allowing a lower center of gravity and extra performance especially upwind.<br><br>The <strong>Marlow Hunter 50</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/marlow-hunter/marlow-hunter-50-shoal-draft"" title=""Marlow Hunter 50 Shoal draft"">Shoal draft</a>, <a href=""https://www.boat-specs.com/sailing/sailboats/marlow-hunter/marlow-hunter-50-furling-mainsail"" title=""Marlow Hunter 50 Furling mainsail"">Furling mainsail</a> and <a href=""https://www.boat-specs.com/sailing/sailboats/marlow-hunter/marlow-hunter-50-tall-rig"" title=""Marlow Hunter 50 Tall rig"">Tall rig</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1702&amp;boat%5B%5D=1702a&amp;boat%5B%5D=1702b&amp;boat%5B%5D=1702c"" title=""see all the versions compared"">see all the versions compared</a>).",Marlow Hunter 50 Deep draft
https://www.boat-specs.com/sailing/sailboats/beneteau/beneteau-343-keel-and-centerboard,Bénéteau 343,Bénéteau,2004,Monohull,Cruising sailboat,France,N/A,EUR,"The <strong>Bénéteau 343</strong> is a 34’1” cruising sailboat designed by <em>Berret Racoupeau Yachts Design</em> (France). She was built between 2004 and 2008 by <em>Bénéteau</em> (France). The <em>Keel and centerboard</em> version features a centerboard inside of a short fin-keel allowing shoal draft while maintaining upwind capabilities.<br><br>The <strong>Bénéteau 343</strong> has also been marketed as <a href=""https://www.boat-specs.com/sailing/sailboats/beneteau/oceanis-343-clipper-deep-draft"" title=""Océanis 343 Clipper"">Océanis 343 Clipper</a> and she is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/beneteau/beneteau-343-deep-draft"" title=""Bénéteau 343 Deep draft"">Deep draft</a> and <a href=""https://www.boat-specs.com/sailing/sailboats/beneteau/beneteau-343-shoal-draft"" title=""Bénéteau 343 Shoal draft"">Shoal draft</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1649&amp;boat%5B%5D=1649a&amp;boat%5B%5D=1649b"" title=""see all the versions compared"">see all the versions compared</a>).",Bénéteau 343 Keel and centerboard
https://www.boat-specs.com/sailing/sailboats/moody/moody-31-mki-fin-keel,Moody 31 MkI,Moody,1983,Monohull,Cruising sailboat,United Kingdom,N/A,EUR,"The <strong>Moody 31 MkI</strong> is a 30’8” cruising sailboat designed by <em>Dixon Yacht Design</em> (United Kingdom) and <em>Angus Primrose</em> (United Kingdom). She was built between 1983 and 1985 by <em>Moody</em> (United Kingdom). The <em>Fin keel</em> version adopts a classical fin configuration, the easiest option to provide a low center of gravity.<br><br>The <strong>Moody 31 MkI</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/moody/moody-31-mki-twin-keel"" title=""Moody 31 MkI Twin keel"">Twin keel</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=660&amp;boat%5B%5D=660a"" title=""see all the versions compared"">see all the versions compared</a>).",Moody 31 MkI Fin keel
https://www.boat-specs.com/sailing/sailboats/farrier-international/f-22-r,F-22,Farrier International,2011,Trimaran,Fast cruising trimaran,New Zealand,N/A,EUR,"The <strong>F-22</strong> is a 23’ fast cruising trimaran designed by <em>Farrier Marine</em> (New Zealand). She is built since 2011 by <em>Farrier International</em> (New Zealand). The <em>R</em> version displays a taller mast and larger sail area. She&nbsp;has&nbsp;been&nbsp;awarded ""<em>2019 - SAIL magazine - Best Small Cruiser</em>"".<br><br>The <strong>F-22</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/farrier-international/f-22-standard"" title=""F-22 Standard"">Standard</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1958&amp;boat%5B%5D=1958a"" title=""see all the versions compared"">see all the versions compared</a>).",F-22 R
https://www.boat-specs.com/sailing/sailboats/jeanneau/sun-odyssey-41-ds-shoal-draft,Sun Odyssey 41 DS,Jeanneau,2012,Monohull,Deck saloon cruising sailboat,France,180 000,EUR,"The <strong>Sun Odyssey 41 DS</strong> is a 39’4” cruising sailboat designed by <em>Philippe Briand</em> (France). She was built between 2012 and 2018 by <em>Jeanneau</em> (France). The <em>Shoal draft</em> version features a shorter keel to grant access to shallow areas.<br><br>The <strong>Sun Odyssey 41 DS</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/jeanneau/sun-odyssey-41-ds-standard"" title=""Sun Odyssey 41 DS Standard"">Standard</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=975&amp;boat%5B%5D=975a"" title=""see all the versions compared"">see all the versions compared</a>).",Sun Odyssey 41 DS Shoal draft
https://www.boat-specs.com/sailing/sailboats/j-boats/j-92s,J/92s,J/Boats,2005,Monohull,Cruiser-racer sailboat,United States,N/A,EUR,The <strong>J/92s</strong> is a 29’11” cruiser-racer sailboat designed by <em>Rod Johnstone</em> (United States). She was built since 2005 (and now discontinued) by <em>J/Boats</em> (United States).,J/92s
https://www.boat-specs.com/sailing/sailboats/seascape/seascape-24,Seascape 24,Seascape,2016,Monohull,Cruiser-racer sailboat,Slovenia,45 000,EUR,"The <strong>Seascape 24</strong> is a 24’ cruiser-racer sailboat designed by <em>Sam Manuard Yacht Design</em> (France). She was built between 2016 and 2018 by <em>Seascape</em> (Slovenia). She&nbsp;has&nbsp;been&nbsp;awarded ""<em>2017 - European Yacht of the Year: Special Yacht</em>"", ""<em>2017 - Sailing World - Boat of the Year: Best Recreational Racer</em>"" and ""<em>2017 - SAIL magazine - Best Small Cruiser</em>"".<br><br>The <strong>Seascape 24</strong> has also been marketed as <a href=""https://www.boat-specs.com/sailing/sailboats/beneteau/first-24-2018"" title=""First 24 - 2018"">First 24 - 2018</a>.<br><br>Find out more about the <strong>Seascape 24</strong> on Boat-Spec's blog: <a href=""https://www.boat-specs.com/blog/post/awards/1-european-yacht-of-the-year-2017"" title=""European Yacht of the Year 2017"">European Yacht of the Year 2017</a>.",Seascape 24
https://www.boat-specs.com/sailing/sailboats/ice-yachts/ice-52-rs,Ice 52,Ice Yachts,2019,Monohull,Cruiser-racer sailboat,Italy,690 000,EUR,"The <strong>Ice 52</strong> is a 51’10” cruiser-racer sailboat designed by <em>Felci Yachts</em> (Italy). She is built since 2019 by <em>Ice Yachts</em> (Italy). The <em>RS</em> version is proposed with simpler and more race-oriented equipment to display a lighter displacement.<br><br>The <strong>Ice 52</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/ice-yachts/ice-52-medium-draft"" title=""Ice 52 Medium draft"">Medium draft</a> and <a href=""https://www.boat-specs.com/sailing/sailboats/ice-yachts/ice-52-deep-draft"" title=""Ice 52 Deep draft"">Deep draft</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1779&amp;boat%5B%5D=1779a&amp;boat%5B%5D=1779b"" title=""see all the versions compared"">see all the versions compared</a>).",Ice 52 RS
https://www.boat-specs.com/sailing/sailboats/beneteau/sense-46-deep-draft,Sense 46,Bénéteau,2012,Monohull,Cruising sailboat,France,N/A,EUR,"The <strong>Sense 46</strong> is a 45’4” cruising sailboat designed by <em>Berret Racoupeau Yachts Design</em> (France). She was built between 2012 and 2015 by <em>Bénéteau</em> (France). The <em>Deep draft</em> version offers a deeper L-shaped keel bringing extra performance especially upwind.<br><br>The <strong>Sense 46</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/beneteau/sense-46-shoal-draft"" title=""Sense 46 Shoal draft"">Shoal draft</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1137&amp;boat%5B%5D=1137a"" title=""see all the versions compared"">see all the versions compared</a>).",Sense 46 Deep draft
https://www.boat-specs.com/sailing/sailboats/marlow-hunter/marlow-hunter-22,Marlow Hunter 22,Marlow Hunter,2011,Monohull,Dayboat,United States,N/A,EUR,The <strong>Marlow Hunter 22</strong> is a 21’4” dayboat designed by <em>Glenn Henderson</em> (United States). She is built since 2011 by <em>Marlow Hunter</em> (United States).,Marlow Hunter 22
https://www.boat-specs.com/sailing/sailboats/marlow-hunter/hunter-33-2004-furling-mainsail,Hunter 33 - 2004,Marlow Hunter,2004,Monohull,Cruising sailboat,United States,N/A,EUR,"The <strong>Hunter 33 - 2004</strong> is a 33’1” cruising sailboat designed by <em>Hunter Design</em> (United States) and <em>Glenn Henderson</em> (United States). She was built between 2004 and 2012 by <em>Marlow Hunter</em> (United States). The <em>Furling mainsail</em> version is proposed with an in-mast furling system to ease the sailing.<br><br>The <strong>Hunter 33 - 2004</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/marlow-hunter/hunter-33-2004-shoal-draft"" title=""Hunter 33 - 2004 Shoal draft"">Shoal draft</a> and <a href=""https://www.boat-specs.com/sailing/sailboats/marlow-hunter/hunter-33-2004-deep-draft"" title=""Hunter 33 - 2004 Deep draft"">Deep draft</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=738&amp;boat%5B%5D=738a&amp;boat%5B%5D=738b"" title=""see all the versions compared"">see all the versions compared</a>).",Hunter 33 - 2004 Furling mainsail
https://www.boat-specs.com/sailing/sailboats/beneteau/first-30-fin-keel,First 30,Bénéteau,1977,Monohull,Cruiser-racer sailboat,France,N/A,EUR,"The <strong>First 30</strong> is a 28’11” cruiser-racer sailboat designed by <em>Bureau Mauric</em> (France). She was built between 1977 and 1981 by <em>Bénéteau</em> (France) with 969 hulls completed. The <em>Fin keel</em> version adopts a classical fin configuration, the easiest option to provide a low center of gravity.<br><br>The <strong>First 30</strong> has also been marketed as <a href=""https://www.boat-specs.com/sailing/sailboats/beneteau/beneteau-r-c-30-fin-keel"" title=""Bénéteau R/C 30"">Bénéteau R/C 30</a>.",First 30 Fin keel
https://www.boat-specs.com/sailing/sailboats/fora-marine/rm-970-fin-keel,RM 970,Fora Marine & RM yachts,2016,Monohull,Fast cruising sailboat,France,132 000,EUR,"The <strong>RM 970</strong> is a 31’8” fast cruising sailboat designed by <em>Marc Lombard Yacht Design Group</em> (France). She is built since 2016 by <em>Fora Marine</em> (France) and <em>RM yachts</em> (France). The <em>Fin keel</em> version displays a T-shaped keel, synonym of low center of gravity and reduced weight. She&nbsp;has&nbsp;been&nbsp;awarded ""<em>2017 - European Yacht of the Year: Family Cruiser</em>"".<br><br>The <strong>RM 970</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/fora-marine/rm-970-twin-keel"" title=""RM 970 Twin keel"">Twin keel</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1461&amp;boat%5B%5D=1461a"" title=""see all the versions compared"">see all the versions compared</a>).<br><br>Find out more about the <strong>RM 970</strong> on Boat-Spec's blog: <a href=""https://www.boat-specs.com/blog/post/awards/1-european-yacht-of-the-year-2017"" title=""European Yacht of the Year 2017"">European Yacht of the Year 2017</a>.",RM 970 Fin keel
https://www.boat-specs.com/sailing/sailboats/oyster/oyster-885,Oyster 885,Oyster,2013,Monohull,Offshore deck saloon cruising sailboat,United Kingdom,8 390 000,EUR,The <strong>Oyster 885</strong> is a 85’6” cruising sailboat designed by <em>Humphreys Yacht Design</em> (United Kingdom). She was built between 2013 and 2017 by <em>Oyster</em> (United Kingdom).,Oyster 885
https://www.boat-specs.com/sailing/sailboats/arcona-yachts/arcona-410-race,Arcona 410,Arcona Yachts,2011,Monohull,Offshore cruiser-racer sailboat,Sweden,240 000,EUR,"The <strong>Arcona 410</strong> is a 40’ cruiser-racer sailboat designed by <em>SQ Yacht Design</em> (Sweden). She is built since 2011 by <em>Arcona Yachts</em> (Sweden). The <em>Race</em> version offers a deeper L-shaped keel bringing extra performance especially upwind.<br><br>The <strong>Arcona 410</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/arcona-yachts/arcona-410-standard"" title=""Arcona 410 Standard"">Standard</a> and <a href=""https://www.boat-specs.com/sailing/sailboats/arcona-yachts/arcona-410-shoal-draft"" title=""Arcona 410 Shoal draft"">Shoal draft</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1844&amp;boat%5B%5D=1844a&amp;boat%5B%5D=1844b"" title=""see all the versions compared"">see all the versions compared</a>).",Arcona 410 Race
https://www.boat-specs.com/sailing/sailboats/marlow-hunter/marlow-hunter-50-deep-draft,Marlow Hunter 50,Marlow Hunter,2011,Monohull,Offshore cruising sailboat,United States,N/A,EUR,"The <strong>Marlow Hunter 50</strong> is a 47’10” cruising sailboat designed by <em>Hunter Design</em> (United States). She is built since 2011 by <em>Marlow Hunter</em> (United States). The <em>Deep draft</em> version displays a deeper fin allowing a lower center of gravity and extra performance especially upwind.<br><br>The <strong>Marlow Hunter 50</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/marlow-hunter/marlow-hunter-50-shoal-draft"" title=""Marlow Hunter 50 Shoal draft"">Shoal draft</a>, <a href=""https://www.boat-specs.com/sailing/sailboats/marlow-hunter/marlow-hunter-50-furling-mainsail"" title=""Marlow Hunter 50 Furling mainsail"">Furling mainsail</a> and <a href=""https://www.boat-specs.com/sailing/sailboats/marlow-hunter/marlow-hunter-50-tall-rig"" title=""Marlow Hunter 50 Tall rig"">Tall rig</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1702&amp;boat%5B%5D=1702a&amp;boat%5B%5D=1702b&amp;boat%5B%5D=1702c"" title=""see all the versions compared"">see all the versions compared</a>).",Marlow Hunter 50 Deep draft
https://www.boat-specs.com/sailing/sailboats/rs-sailing/rs-aero-7,RS Aero,RS Sailing,2014,Monohull,Single handed dinghy,United Kingdom,7 250,EUR,"The <strong>RS Aero</strong> is a 13’1” single handed dinghy designed by <em>RS Sailing</em> (United Kingdom) and <em>Jo Richards</em> (United Kingdom). She is built since 2014 by <em>RS Sailing</em> (United Kingdom). The <em>7</em> version is offered with a medium rig and intermediate sail area.<br><br>The <strong>RS Aero</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/rs-sailing/rs-aero-9"" title=""RS Aero 9"">9</a> and <a href=""https://www.boat-specs.com/sailing/sailboats/rs-sailing/rs-aero-5"" title=""RS Aero 5"">5</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=123&amp;boat%5B%5D=123a&amp;boat%5B%5D=123b"" title=""see all the versions compared"">see all the versions compared</a>).",RS Aero 7
https://www.boat-specs.com/sailing/sailboats/x-yachts/x-55-medium-draft,X-55,X-Yachts,2005,Monohull,Offshore cruiser-racer sailboat,Denmark,N/A,EUR,"The <strong>X-55</strong> is a 55’ cruiser-racer sailboat designed by <em>Niels Jeppesen</em> (Denmark). She was built between 2005 and 2012 by <em>X-Yachts</em> (Denmark) with 34 hulls completed. The <em>Medium draft</em> version offers a compromise between draft and performance. She&nbsp;has&nbsp;been&nbsp;awarded ""<em>2007 - European Yacht of the Year: L &gt; 14m</em>"".<br><br>The <strong>X-55</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/x-yachts/x-55-standard"" title=""X-55 Standard"">Standard</a> and <a href=""https://www.boat-specs.com/sailing/sailboats/x-yachts/x-55-shoal-draft"" title=""X-55 Shoal draft"">Shoal draft</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1312&amp;boat%5B%5D=1312a&amp;boat%5B%5D=1312b"" title=""see all the versions compared"">see all the versions compared</a>).",X-55 Medium draft
https://www.boat-specs.com/sailing/sailboats/jeanneau/sun-fizz-fin-keel,Sun Fizz,Jeanneau,1980,Monohull,Offshore cruising sailboat,France,N/A,EUR,"The <strong>Sun Fizz</strong> is a 38’6” cruising sailboat designed by <em>Philippe Briand</em> (France). She was built between 1980 and 1986 by <em>Jeanneau</em> (France) with 651 hulls completed. The <em>Fin keel</em> version adopts a classical fin configuration, the easiest option to provide a low center of gravity.<br><br>The <strong>Sun Fizz</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/jeanneau/sun-fizz-keel-and-centerboard"" title=""Sun Fizz Keel and centerboard"">Keel and centerboard</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=928&amp;boat%5B%5D=928a"" title=""see all the versions compared"">see all the versions compared</a>).",Sun Fizz Fin keel
https://www.boat-specs.com/sailing/sailboats/kirie/feeling-326-shoal-draft,Feeling 326,Kirié,1987,Monohull,Cruising sailboat,France,N/A,EUR,"The <strong>Feeling 326</strong> is a 31’4” cruising sailboat designed by <em>Harlé-Mortain</em> (France). She was built between 1987 and 1999 by <em>Kirié</em> (France) with 335 hulls completed. The <em>Shoal draft</em> version features a shorter keel to grant access to shallow areas.<br><br>The <strong>Feeling 326</strong> has also been marketed as <a href=""https://www.boat-specs.com/sailing/sailboats/kirie/elite-326-deep-draft"" title=""Elite 326"">Elite 326</a> and she is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/kirie/feeling-326-deep-draft"" title=""Feeling 326 Deep draft"">Deep draft</a> and <a href=""https://www.boat-specs.com/sailing/sailboats/kirie/feeling-326-centerboard-trunk-"" title=""Feeling 326 Centerboard (Trunk)"">Centerboard (Trunk)</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=92&amp;boat%5B%5D=92a&amp;boat%5B%5D=92b"" title=""see all the versions compared"">see all the versions compared</a>).",Feeling 326 Shoal draft
https://www.boat-specs.com/sailing/sailboats/corsair-marine/corsair-f24-mkii,Corsair F24 MkII,Corsair Marine,1994,Trimaran,Coastal fast cruising trimaran,Vietnam,N/A,EUR,The <strong>Corsair F24 MkII</strong> is a 24’2” fast cruising trimaran designed by <em>Farrier Marine</em> (New Zealand). She was built between 1994 and 2005 by <em>Corsair Marine</em> (Vietnam).,Corsair F24 MkII
https://www.boat-specs.com/sailing/sailboats/jeanneau/sun-odyssey-410-shoal-draft,Sun Odyssey 410,Jeanneau,2019,Monohull,Cruising sailboat,France,168 000,EUR,"The <strong>Sun Odyssey 410</strong> is a 39’4” cruising sailboat designed by <em>Marc Lombard Yacht Design Group</em> (France). She is built since 2019 by <em>Jeanneau</em> (France). The <em>Shoal draft</em> version features a shorter keel to grant access to shallow areas. She&nbsp;has&nbsp;been&nbsp;awarded ""<em>2019 - Cruising World - Boat of the Year: Midsize Cruiser</em>"".<br><br>The <strong>Sun Odyssey 410</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/jeanneau/sun-odyssey-410-deep-draft"" title=""Sun Odyssey 410 Deep draft"">Deep draft</a> and <a href=""https://www.boat-specs.com/sailing/sailboats/jeanneau/sun-odyssey-410-lifting-keel"" title=""Sun Odyssey 410 Lifting keel"">Lifting keel</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1851&amp;boat%5B%5D=1851a&amp;boat%5B%5D=1851b"" title=""see all the versions compared"">see all the versions compared</a>).<br><br>Find out more about the <strong>Sun Odyssey 410</strong> on Boat-Spec's blog: <a href=""https://www.boat-specs.com/blog/post/awards/8-european-yacht-nominees-2020"" title=""European Yacht of the Year 2020 nominated sailboats"">European Yacht of the Year 2020 nominated sailboats</a>.",Sun Odyssey 410 Shoal draft
https://www.boat-specs.com/sailing/sailboats/hallberg-rassy/hallberg-rassy-312-mki,Hallberg-Rassy 312 MkI,Hallberg-Rassy,1979,Monohull,Cruising sailboat,Sweden,N/A,EUR,The <strong>Hallberg-Rassy 312 MkI</strong> is a 30’11” cruising sailboat designed by <em>Christoph Rassy</em> (Germany) and <em>Olle Enderlein</em> (Sweden). She was built between 1979 and 1986 by <em>Hallberg-Rassy</em> (Sweden) with 485 hulls completed.,Hallberg-Rassy 312 MkI
https://www.boat-specs.com/sailing/sailboats/jeanneau/sun-odyssey-44-ds-standard,Sun Odyssey 44 DS,Jeanneau,2011,Monohull,Deck saloon cruising sailboat,France,203 000,EUR,"The <strong>Sun Odyssey 44 DS</strong> is a 42’7” cruising sailboat designed by <em>Philippe Briand</em> (France). She was built between 2011 and 2018 by <em>Jeanneau</em> (France).<br><br>The <strong>Sun Odyssey 44 DS</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/jeanneau/sun-odyssey-44-ds-shoal-draft"" title=""Sun Odyssey 44 DS Shoal draft"">Shoal draft</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1060&amp;boat%5B%5D=1060a"" title=""see all the versions compared"">see all the versions compared</a>).",Sun Odyssey 44 DS Standard
https://www.boat-specs.com/sailing/sailboats/jeanneau/sun-odyssey-519-deep-draft,Sun Odyssey 519,Jeanneau,2015,Monohull,Offshore cruising sailboat,France,N/A,EUR,"The <strong>Sun Odyssey 519</strong> is a 49’1” cruising sailboat designed by <em>Philippe Briand</em> (France). She was built between 2015 and 2019 by <em>Jeanneau</em> (France). The <em>Deep draft</em> version offers a deeper L-shaped keel bringing extra performance especially upwind.<br><br>The <strong>Sun Odyssey 519</strong> has also been marketed as <a href=""https://www.boat-specs.com/sailing/sailboats/jeanneau/sun-odyssey-509-deep-draft"" title=""Sun Odyssey 509"">Sun Odyssey 509</a> and she is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/jeanneau/sun-odyssey-519-shoal-draft"" title=""Sun Odyssey 519 Shoal draft"">Shoal draft</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1438a&amp;boat%5B%5D=1438"" title=""see all the versions compared"">see all the versions compared</a>).",Sun Odyssey 519 Deep draft
https://www.boat-specs.com/sailing/sailboats/hanse/hanse-508-furling-mainsail,Hanse 508,Hanse,2018,Monohull,Offshore cruising sailboat,Germany,281 000,EUR,"The <strong>Hanse 508</strong> is a 49’ cruising sailboat designed by <em>Judel/Vrolijk</em> (Germany). She is built since 2018 by <em>Hanse</em> (Germany). The <em>Furling mainsail</em> version is proposed with an in-mast furling system to ease the sailing.<br><br>The <strong>Hanse 508</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/hanse/hanse-508-shoal-draft"" title=""Hanse 508 Shoal draft"">Shoal draft</a> and <a href=""https://www.boat-specs.com/sailing/sailboats/hanse/hanse-508-medium-draft"" title=""Hanse 508 Medium draft"">Medium draft</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1801&amp;boat%5B%5D=1801b&amp;boat%5B%5D=1801c"" title=""see all the versions compared"">see all the versions compared</a>).",Hanse 508 Furling mainsail
https://www.boat-specs.com/sailing/sailboats/j-boats/j-24,J/24,J/Boats,1977,Monohull,Coastal one design sailboat,United States,N/A,EUR,The <strong>J/24</strong> is a 24’ one design sailboat designed by <em>Rod Johnstone</em> (United States). She was built since 1977 (and now discontinued) by <em>J/Boats</em> (United States).,J/24
https://www.boat-specs.com/sailing/sailboats/jeanneau/sun-odyssey-490-shoal-draft,Sun Odyssey 490,Jeanneau,2017,Monohull,Offshore cruising sailboat,France,254 000,EUR,"The <strong>Sun Odyssey 490</strong> is a 39’5” cruising sailboat designed by <em>Philippe Briand</em> (France) and <em>Jeanneau Design Office</em> (France). She is built since 2017 by <em>Jeanneau</em> (France). The <em>Shoal draft</em> version features a shorter keel to grant access to shallow areas. She&nbsp;has&nbsp;been&nbsp;awarded ""<em>2019 - Cruising World - Boat of the Year: Overall Boat of the Year</em>"" and ""<em>2019 - Cruising World - Boat of the Year: Import Boat</em>"".<br><br>The <strong>Sun Odyssey 490</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/jeanneau/sun-odyssey-490-deep-draft"" title=""Sun Odyssey 490 Deep draft"">Deep draft</a> and <a href=""https://www.boat-specs.com/sailing/sailboats/jeanneau/sun-odyssey-490-performance"" title=""Sun Odyssey 490 Performance"">Performance</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1710&amp;boat%5B%5D=1710a&amp;boat%5B%5D=1710b"" title=""see all the versions compared"">see all the versions compared</a>).<br><br>Find out more about the <strong>Sun Odyssey 490</strong> on Boat-Spec's blog: <a href=""https://www.boat-specs.com/blog/post/sailboat-s-news/4-new-sailboats-2017-france-2"" title=""New sailboats 2017 - France 2/2"">New sailboats 2017 - France 2/2</a>.",Sun Odyssey 490 Shoal draft
https://www.boat-specs.com/sailing/sailboats/bavaria-yachts/bavaria-cruiser-46-standard,Bavaria Cruiser 46,Bavaria Yachts,2014,Monohull,Offshore cruising sailboat,Germany,187 000,EUR,"The <strong>Bavaria Cruiser 46</strong> is a 44’7” cruising sailboat designed by <em>Farr Yacht Design</em> (United States). She is built since 2014 by <em>Bavaria Yachts</em> (Germany). She&nbsp;has&nbsp;been&nbsp;awarded ""<em>2015 - European Yacht of the Year: Family Cruiser</em>"".<br><br>The <strong>Bavaria Cruiser 46</strong> is as well listed, on Boat-Specs.com, in <a href=""https://www.boat-specs.com/sailing/sailboats/bavaria-yachts/bavaria-cruiser-46-shoal-draft"" title=""Bavaria Cruiser 46 Shoal draft"">Shoal draft</a> version (<a href=""https://www.boat-specs.com/sailing/compare?boat%5B%5D=1112&amp;boat%5B%5D=1112a"" title=""see all the versions compared"">see all the versions compared</a>).",Bavaria Cruiser 46 Standard
